24, State-gov, 43997, 12th, 1, Widowed, Craft-repair, Own-child, White, Male, 3472, 66, 46, Guatemala, >50K
27, Private, 11761, 10th, 13, Never-married, Machine-op-inspct, Husband, White, Female, 5055, 40, 31, Peru, >50K
21, Federal-gov, 47009, Assoc-voc, 10, Separated, Priv-house-serv, Other-relative, Black, Female, 5113, 41, 41, Germany, >50K
59, Federal-gov, 39209, Assoc-acdm, 13, Separated, Protective-serv, Husband, Asian-Pac-Islander, Female, 3100, 31, 34, Hong, >50K
52, Without-pay, 22153, Some-college, 12, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Female, 920, 75, 48, Ireland, >50K
36, Private, 71796, 12th, 6, Divorced, Exec-managerial, Other-relative, Black, Male, 2139, 20, 25, Dominican-Republic, <=50K
58, Federal-gov, 86033, 1st-4th, 15, Separated, Priv-house-serv, Husband, Amer-Indian-Eskimo, Male, 7020, 97, 51, Vietnam, >50K
24, Self-emp-not-inc, 77123, Some-college, 16, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Female, 9966, 75, 23, Ireland, <=50K
30, Never-worked, 32318, Bachelors, 4, Widowed, Protective-serv, Own-child, White, Female, 834, 77, 29, India, >50K
19, Local-gov, 96137, Assoc-voc, 6, Married-civ-spouse, Transport-moving, Other-relative, Black, Female, 8813, 36, 56, Italy, <=50K
44, State-gov, 88982, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, 8339, 69, 33, Portugal, <=50K
27, Never-worked, 26128, 5th-6th, 8, Widowed, Tech-support, Own-child, Amer-Indian-Eskimo, Male, 7566, 54, 23, Thailand, <=50K
56, Federal-gov, 84011, 10th, 9, Widowed, Protective-serv, Husband, White, Female, 294, 13, 46, Nicaragua, <=50K
38, Self-emp-not-inc, 14664, Assoc-voc, 2, Widowed, Craft-repair, Other-relative, Other, Male, 8629, 81, 54, Ireland, >50K
46, Local-gov, 92137, Assoc-acdm, 10, Divorced, Tech-support, Not-in-family, Other, Male, 4459, 82, 46, Portugal, >50K
26, Self-emp-not-inc, 83107, Masters, 2, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Male, 5363, 63, 51, Hong, <=50K
44, State-gov, 38679, 7th-8th, 12, Married-spouse-absent, Armed-Forces, Unmarried, Other, Female, 3772, 54, 37, Japan, <=50K
57, State-gov, 87396, 12th, 4, Separated, Other-service, Wife, Other, Male, 6263, 76, 30, Jamaica, <=50K
57, Private, 99893, Masters, 3, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Female, 9249, 32, 43, England, <=50K
52, Without-pay, 99086, 12th, 6, Widowed, Other-service, Husband, Asian-Pac-Islander, Male, 2091, 17, 26, Honduras, >50K
25, Never-worked, 25741, 11th, 2, Divorced, Tech-support, Husband, Amer-Indian-Eskimo, Female, 6174, 88, 60, Japan, <=50K
31, Local-gov, 44663, 11th, 3, Married-AF-spouse, Armed-Forces, Husband, Amer-Indian-Eskimo, Male, 4286, 85, 23, Jamaica, <=50K
50, Federal-gov, 82471, 7th-8th, 12, Divorced, Farming-fishing, Husband, Amer-Indian-Eskimo, Male, 8486, 75, 21, Nicaragua, >50K
47, Local-gov, 46299, 9th, 5, Widowed, Farming-fishing, Own-child, White, Male, 2476, 3, 21, Taiwan, <=50K
30, Local-gov, 63639, Masters, 9, Married-AF-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male, 6693, 99, 34, Trinadad&Tobago, <=50K
41, Local-gov, 45457, Assoc-acdm, 10, Never-married, Transport-moving, Wife, Black, Female, 3789, 91, 49, Puerto-Rico, <=50K
22, Local-gov, 51803, HS-grad, 12, Married-civ-spouse, Tech-support, Other-relative, Asian-Pac-Islander, Female, 8656, 53, 34, Puerto-Rico, <=50K
18, State-gov, 83514, Doctorate, 14, Married-AF-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male, 6857, 90, 59, Japan, >50K
58, Private, 88500, Preschool, 16, Widowed, Priv-house-serv, Unmarried, Asian-Pac-Islander, Female, 3949, 29, 37, China, >50K
49, Federal-gov, 77549, Doctorate, 4, Never-married, Handlers-cleaners, Wife, Black, Female, 6229, 50, 45, Thailand, <=50K
36, State-gov, 86276, Preschool, 14, Widowed, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female, 6938, 77, 44, Haiti, <=50K
25, Private, 25793, Masters, 5, Married-AF-spouse, Sales, Wife, Amer-Indian-Eskimo, Male, 7012, 36, 52, Trinadad&Tobago, <=50K
27, State-gov, 75389, Doctorate, 3, Divorced, Machine-op-inspct, Wife, Other, Male, 8251, 4, 39, Haiti, >50K
22, Private, 47422, 10th, 8, Married-AF-spouse, Protective-serv, Own-child, Other, Female, 3563, 3, 24, Jamaica, <=50K
28, Never-worked, 61992, Doctorate, 6, Married-AF-spouse, Craft-repair, Own-child, Black, Female, 7899, 60, 37, South, <=50K
41, Local-gov, 46829, 7th-8th, 5, Widowed, Farming-fishing, Other-relative, Other, Male, 1459, 54, 39, England, >50K
27, Local-gov, 19354, 11th, 5, Married-spouse-absent, Tech-support, Not-in-family, Asian-Pac-Islander, Male, 2426, 73, 30, Ecuador, <=50K
41, Private, 35609, Assoc-voc, 14, Married-spouse-absent, Sales, Other-relative, Other, Female, 6871, 74, 56, Yugoslavia, >50K
45, Never-worked, 36448, 11th, 12, Divorced, Craft-repair, Own-child, Black, Female, 3919, 10, 53, El-Salvador, >50K
26, Self-emp-not-inc, 28751, Preschool, 3, Separated, Sales, Unmarried, Amer-Indian-Eskimo, Female, 8787, 78, 36, Jamaica, >50K
49, Without-pay, 16666, Prof-school, 3, Divorced, Transport-moving, Wife, Other, Male, 247, 13, 41, Ecuador, >50K
20, Never-worked, 92860, Preschool, 16, Married-AF-spouse, Craft-repair, Unmarried, White, Female, 6275, 35, 48, Vietnam, <=50K
43, State-gov, 23436, HS-grad, 6, Widowed, Transport-moving, Other-relative, White, Female, 1922, 97, 32, Dominican-Republic, >50K
31, State-gov, 34190, HS-grad, 3, Widowed, Exec-managerial, Wife, Black, Male, 9427, 50, 30, Cuba, <=50K
31, Never-worked, 89924, Assoc-acdm, 1, Widowed, Farming-fishing, Unmarried, Asian-Pac-Islander, Female, 7417, 9, 40, Guatemala, >50K
23, Without-pay, 65807, Assoc-voc, 15, Widowed, Sales, Wife, Other, Male, 4993, 44, 32, Laos, <=50K
35, Private, 34655, Prof-school, 13, Never-married, Transport-moving, Wife, Black, Male, 9952, 35, 42, Poland, <=50K
55, Local-gov, 17060, Masters, 4, Married-civ-spouse, Other-service, Husband, Black, Male, 1843, 3, 51, Japan, >50K
64, Never-worked, 17034, 1st-4th, 4, Widowed, Handlers-cleaners, Wife, Asian-Pac-Islander, Male, 1222, 43, 26, Hong, >50K
33, Without-pay, 13199, Some-college, 3, Married-spouse-absent, Farming-fishing, Unmarried, Black, Female, 8200, 28, 26, Mexico, >50K
55, Self-emp-not-inc, 87441, 1st-4th, 9, Never-married, Transport-moving, Wife, Amer-Indian-Eskimo, Female, 8417, 75, 29, Haiti, >50K
62, Local-gov, 19612, Preschool, 15, Never-married, Sales, Other-relative, White, Female, 6946, 17, 44, Ireland, <=50K
64, Private, 90094, Assoc-voc, 7, Married-spouse-absent, Priv-house-serv, Wife, Asian-Pac-Islander, Female, 2731, 78, 54, Mexico, <=50K
26, Self-emp-not-inc, 54322, Doctorate, 5, Separated, Exec-managerial, Not-in-family, White, Female, 5648, 68, 20, Guatemala, <=50K
51, Never-worked, 47975, Assoc-acdm, 5, Separated, Prof-specialty, Other-relative, Amer-Indian-Eskimo, Male, 4659, 65, 47, Dominican-Republic, >50K
29, Never-worked, 75452, Assoc-acdm, 2, Separated, Craft-repair, Husband, Amer-Indian-Eskimo, Female, 8170, 4, 45, South, <=50K
21, Local-gov, 26042, HS-grad, 16, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female, 6776, 61, 37, Philippines, <=50K
55, Never-worked, 24038, 7th-8th, 7, Married-spouse-absent, Transport-moving, Own-child, Asian-Pac-Islander, Female, 205, 26, 53, Trinadad&Tobago, <=50K
38, State-gov, 23465, Doctorate, 8, Never-married, Handlers-cleaners, Husband, White, Male, 5405, 97, 47, France, >50K
56, Private, 78487, Some-college, 12, Separated, Priv-house-serv, Husband, Other, Male, 7025, 16, 42, Peru, >50K
52, Self-emp-not-inc, 95673, 12th, 7, Married-spouse-absent, Armed-Forces, Not-in-family, Amer-Indian-Eskimo, Male, 5575, 61, 44, France, <=50K
50, Without-pay, 76145, Prof-school, 5, Widowed, Machine-op-inspct, Wife, White, Male, 3326, 73, 58, Portugal, <=50K
31, Local-gov, 35631, Some-college, 15, Married-spouse-absent, Adm-clerical, Own-child, White, Male, 5364, 68, 24, France, <=50K
64, Never-worked, 85304, Bachelors, 4, Widowed, Transport-moving, Wife, Other, Female, 2973, 34, 23, Italy, <=50K
56, Without-pay, 75626, 10th, 10, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female, 6277, 28, 22, Portugal, >50K
35, Private, 42627, 7th-8th, 3, Married-spouse-absent, Armed-Forces, Unmarried, Other, Female, 7491, 15, 55, Peru, >50K
36, State-gov, 61415, 5th-6th, 2, Separated, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female, 6410, 29, 38, Greece, <=50K
61, Federal-gov, 81204, Assoc-voc, 1, Widowed, Craft-repair, Not-in-family, White, Female, 3976, 10, 51, Thailand, >50K
64, Never-worked, 73991, Preschool, 8, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female, 7674, 21, 43, Jamaica, <=50K
29, Federal-gov, 16931, Preschool, 15, Married-AF-spouse, Machine-op-inspct, Wife, Black, Female, 7981, 30, 21, Japan, >50K
47, Private, 34470, Some-college, 9, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female, 8245, 81, 35, India, <=50K
44, Never-worked, 15673, Bachelors, 11, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Female, 6240, 85, 29, Outlying-US(Guam-USVI-etc), <=50K
56, State-gov, 23001, Assoc-acdm, 6, Never-married, Armed-Forces, Unmarried, Black, Female, 7284, 92, 44, China, >50K
26, Without-pay, 78876, 10th, 8, Married-spouse-absent, Exec-managerial, Wife, Other, Female, 5612, 50, 39, Ecuador, <=50K
61, Never-worked, 49496, HS-grad, 12, Separated, Adm-clerical, Unmarried, White, Male, 7625, 4, 43, Honduras, <=50K
55, Private, 19350, 9th, 7, Separated, Machine-op-inspct, Other-relative, Black, Female, 5214, 22, 40, France, <=50K
28, Without-pay, 81630, Masters, 1, Separated, Adm-clerical, Own-child, Other, Female, 1267, 42, 30, Holand-Netherlands, <=50K
57, Self-emp-not-inc, 72387, 9th, 3, Married-civ-spouse, Priv-house-serv, Wife, Black, Male, 6286, 32, 43, Scotland, >50K
65, Self-emp-not-inc, 10103, 9th, 6, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Female, 4765, 53, 28, Dominican-Republic, >50K
42, Without-pay, 40471, Assoc-acdm, 3, Married-spouse-absent, Farming-fishing, Own-child, Asian-Pac-Islander, Female, 2275, 81, 60, Greece, >50K
23, Local-gov, 51655, Some-college, 9, Separated, Armed-Forces, Husband, Black, Female, 9416, 84, 48, Italy, >50K
57, Federal-gov, 73087, 10th, 11, Married-civ-spouse, Tech-support, Other-relative, Black, Female, 7224, 74, 41, Mexico, >50K
25, Federal-gov, 25163, Preschool, 4, Widowed, Priv-house-serv, Not-in-family, Amer-Indian-Eskimo, Male, 4806, 8, 38, Poland, >50K
57, Local-gov, 61000, Doctorate, 2, Separated, Farming-fishing, Husband, White, Female, 818, 6, 40, Columbia, <=50K
38, Local-gov, 83974, 11th, 3, Married-spouse-absent, Craft-repair, Own-child, Other, Female, 2816, 62, 28, Japan, <=50K
64, Federal-gov, 61353, 1st-4th, 8, Divorced, Armed-Forces, Own-child, Other, Female, 3821, 28, 25, Greece, >50K
37, Without-pay, 27234, Masters, 2, Widowed, Tech-support, Own-child, White, Female, 6832, 94, 23, Columbia, <=50K
64, Without-pay, 26746, 12th, 11, Widowed, Adm-clerical, Not-in-family, White, Female, 666, 87, 33, Philippines, >50K
63, Never-worked, 30238, Some-college, 4, Married-AF-spouse, Priv-house-serv, Unmarried, White, Female, 3742, 50, 53, Scotland, <=50K
43, Federal-gov, 49013, Assoc-acdm, 16, Never-married, Protective-serv, Not-in-family, Black, Female, 4539, 25, 26, Peru, <=50K
19, Self-emp-not-inc, 19434, Bachelors, 14, Separated, Armed-Forces, Husband, White, Male, 1284, 28, 42, Dominican-Republic, <=50K
45, Local-gov, 58388, Prof-school, 15, Divorced, Tech-support, Wife, Amer-Indian-Eskimo, Female, 3824, 62, 38, Hungary, <=50K
54, Federal-gov, 13191, Some-college, 5, Separated, Priv-house-serv, Unmarried, Asian-Pac-Islander, Male, 9960, 35, 28, Laos, <=50K
62, Federal-gov, 85013, 1st-4th, 8, Married-AF-spouse, Machine-op-inspct, Not-in-family, Black, Female, 7315, 1, 23, Peru, >50K
51, State-gov, 13398, Bachelors, 15, Never-married, Transport-moving, Husband, Black, Male, 1906, 52, 57, El-Salvador, <=50K
39, Never-worked, 36069, Masters, 12, Divorced, Armed-Forces, Not-in-family, White, Female, 7188, 7, 27, Yugoslavia, <=50K
20, State-gov, 81043, 1st-4th, 12, Married-civ-spouse, Sales, Husband, Black, Male, 5718, 64, 20, Puerto-Rico, <=50K
40, Self-emp-not-inc, 29542, 11th, 5, Married-spouse-absent, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male, 8787, 90, 50, Dominican-Republic, >50K
33, State-gov, 29334, Masters, 7, Married-spouse-absent, Exec-managerial, Wife, Amer-Indian-Eskimo, Male, 9281, 10, 33, Philippines, >50K
56, Private, 79716, Masters, 13, Separated, Prof-specialty, Own-child, White, Male, 1762, 5, 55, Nicaragua, >50K
47, Without-pay, 93422, 10th, 3, Married-AF-spouse, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Male, 1960, 82, 37, Iran, <=50K
58, Self-emp-not-inc, 57949, Masters, 1, Separated, Tech-support, Unmarried, Amer-Indian-Eskimo, Female, 696, 39, 56, Germany, <=50K
48, Private, 73370, Preschool, 14, Married-AF-spouse, Exec-managerial, Own-child, White, Male, 5007, 28, 54, Scotland, <=50K
28, Self-emp-not-inc, 82739, Assoc-voc, 8, Separated, Sales, Unmarried, White, Male, 4572, 99, 33, Canada, >50K
31, Without-pay, 85582, 5th-6th, 14, Married-civ-spouse, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male, 7760, 14, 51, India, >50K
39, Federal-gov, 34264, HS-grad, 16, Separated, Other-service, Other-relative, Black, Male, 4378, 16, 30, Hungary, >50K
43, Without-pay, 59774, Prof-school, 3, Married-civ-spouse, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Male, 6565, 68, 46, Canada, <=50K
40, Private, 25241, HS-grad, 2, Divorced, Craft-repair, Husband, White, Male, 5204, 78, 27, Thailand, >50K
30, Without-pay, 66896, Prof-school, 1, Married-spouse-absent, Protective-serv, Own-child, Black, Male, 3130, 2, 32, Taiwan, >50K
47, Never-worked, 75802, Assoc-voc, 4, Separated, Machine-op-inspct, Own-child, White, Female, 9655, 80, 41, England, <=50K
45, Private, 25061, Preschool, 11, Never-married, Prof-specialty, Other-relative, Amer-Indian-Eskimo, Female, 2846, 70, 57, Mexico, <=50K
65, State-gov, 80148, 10th, 16, Widowed, Craft-repair, Husband, White, Male, 6502, 1, 26, China, >50K
50, Private, 19942, 7th-8th, 4, Widowed, Farming-fishing, Husband, Black, Male, 6234, 73, 45, Nicaragua, <=50K
39, State-gov, 40531, 10th, 1, Separated, Protective-serv, Own-child, Amer-Indian-Eskimo, Female, 2363, 85, 31, Jamaica, >50K
64, Federal-gov, 37672, 11th, 11, Married-AF-spouse, Priv-house-serv, Own-child, Amer-Indian-Eskimo, Male, 336, 3, 30, South, <=50K
51, State-gov, 38593, 7th-8th, 14, Married-civ-spouse, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male, 8517, 41, 45, Trinadad&Tobago, <=50K
62, Self-emp-not-inc, 24641, Assoc-acdm, 9, Widowed, Sales, Unmarried, Asian-Pac-Islander, Female, 9207, 41, 42, Nicaragua, >50K
21, Local-gov, 90395, Bachelors, 9, Separated, Sales, Unmarried, Asian-Pac-Islander, Female, 2534, 21, 42, Iran, <=50K
54, Private, 89849, Masters, 2, Never-married, Protective-serv, Other-relative, White, Female, 6421, 44, 20, Haiti, >50K
61, Self-emp-not-inc, 35075, 1st-4th, 7, Married-civ-spouse, Armed-Forces, Not-in-family, Other, Female, 2892, 39, 28, Philippines, >50K
30, State-gov, 54486, Prof-school, 15, Widowed, Other-service, Unmarried, White, Male, 6769, 61, 47, Laos, <=50K
27, Federal-gov, 12386, 9th, 2, Separated, Transport-moving, Own-child, Other, Male, 3480, 70, 28, Philippines, <=50K
55, Never-worked, 92422, 12th, 6, Separated, Priv-house-serv, Not-in-family, Asian-Pac-Islander, Male, 7153, 35, 54, Portugal, <=50K
58, State-gov, 52683, Masters, 13, Married-AF-spouse, Handlers-cleaners, Wife, Asian-Pac-Islander, Male, 2832, 96, 42, Haiti, >50K
65, Private, 38590, 9th, 16, Divorced, Adm-clerical, Unmarried, Other, Female, 7731, 72, 55, Hong, >50K
61, Never-worked, 59399, 9th, 15, Widowed, Adm-clerical, Other-relative, Asian-Pac-Islander, Female, 1851, 34, 40, United-States, >50K
52, Never-worked, 59481, 10th, 9, Married-spouse-absent, Farming-fishing, Own-child, White, Female, 5468, 99, 36, Iran, >50K
29, Without-pay, 36799, Preschool, 10, Married-AF-spouse, Craft-repair, Unmarried, Black, Female, 3612, 87, 59, Jamaica, <=50K
63, Private, 85054, 5th-6th, 2, Married-civ-spouse, Machine-op-inspct, Other-relative, Black, Female, 293, 93, 28, Dominican-Republic, >50K
37, State-gov, 81442, Preschool, 11, Divorced, Adm-clerical, Unmarried, Black, Male, 9721, 0, 56, Laos, <=50K
51, Federal-gov, 23418, Preschool, 5, Never-married, Handlers-cleaners, Other-relative, Asian-Pac-Islander, Male, 2365, 91, 54, Trinadad&Tobago, >50K
29, State-gov, 62662, 7th-8th, 4, Married-AF-spouse, Transport-moving, Wife, Asian-Pac-Islander, Female, 4570, 82, 32, Greece, <=50K
18, State-gov, 85327, Prof-school, 15, Separated, Exec-managerial, Unmarried, Black, Male, 2990, 14, 23, Haiti, >50K
38, Federal-gov, 14907, Assoc-voc, 16, Divorced, Handlers-cleaners, Other-relative, Other, Female, 1597, 21, 48, Holand-Netherlands, >50K
41, Never-worked, 34443, Preschool, 11, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Female, 3646, 95, 44, Vietnam, <=50K
23, Never-worked, 51604, Preschool, 9, Separated, Exec-managerial, Unmarried, White, Male, 5428, 69, 30, Mexico, >50K
50, Local-gov, 69706, 1st-4th, 15, Widowed, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female, 7257, 53, 28, Jamaica, <=50K
23, Self-emp-not-inc, 31711, 5th-6th, 12, Married-spouse-absent, Transport-moving, Husband, Other, Female, 3638, 82, 34, Iran, <=50K
34, Private, 39297, 1st-4th, 2, Divorced, Adm-clerical, Own-child, Black, Female, 6047, 66, 26, Jamaica, <=50K
32, Self-emp-not-inc, 99038, Masters, 13, Never-married, Farming-fishing, Not-in-family, White, Male, 7470, 78, 23, Scotland, >50K
57, Federal-gov, 54555, Bachelors, 1, Married-AF-spouse, Sales, Wife, Other, Female, 8418, 47, 27, Philippines, <=50K
24, Private, 57669, 7th-8th, 10, Divorced, Prof-specialty, Other-relative, Asian-Pac-Islander, Male, 9469, 19, 43, Hungary, >50K
52, Local-gov, 25798, Assoc-voc, 13, Married-spouse-absent, Other-service, Husband, Amer-Indian-Eskimo, Male, 9132, 67, 40, France, <=50K
32, Without-pay, 90497, HS-grad, 5, Married-AF-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male, 3980, 36, 46, Outlying-US(Guam-USVI-etc), >50K
56, Local-gov, 34063, 11th, 15, Married-spouse-absent, Exec-managerial, Own-child, Black, Male, 9625, 18, 55, Mexico, <=50K
28, Local-gov, 38441, Masters, 8, Never-married, Tech-support, Other-relative, Amer-Indian-Eskimo, Male, 5109, 35, 58, Ecuador, >50K
21, Without-pay, 43048, Assoc-acdm, 13, Never-married, Adm-clerical, Husband, Black, Male, 5018, 55, 29, Vietnam, >50K
58, Self-emp-not-inc, 56698, 10th, 3, Separated, Adm-clerical, Wife, Amer-Indian-Eskimo, Male, 8434, 8, 27, Cuba, >50K
25, Never-worked, 32287, Preschool, 1, Widowed, Farming-fishing, Wife, Other, Male, 1787, 8, 41, Columbia, <=50K
25, Never-worked, 60540, Bachelors, 15, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female, 1278, 81, 45, Yugoslavia, >50K
64, Without-pay, 41752, 12th, 13, Separated, Armed-Forces, Wife, Black, Female, 4283, 36, 38, Canada, <=50K
61, Self-emp-not-inc, 66601, 5th-6th, 5, Never-married, Tech-support, Not-in-family, White, Female, 6002, 11, 33, Outlying-US(Guam-USVI-etc), <=50K
20, State-gov, 80020, Assoc-voc, 11, Widowed, Machine-op-inspct, Own-child, Black, Male, 4440, 66, 53, Italy, <=50K
47, Federal-gov, 64661, 9th, 9, Divorced, Protective-serv, Husband, White, Male, 9681, 15, 51, El-Salvador, <=50K
64, Private, 18734, Some-college, 11, Married-civ-spouse, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female, 6503, 55, 58, Nicaragua, >50K
31, Local-gov, 24554, Some-college, 12, Never-married, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female, 6466, 20, 58, India, <=50K
29, Without-pay, 95357, Prof-school, 6, Married-civ-spouse, Protective-serv, Not-in-family, Asian-Pac-Islander, Male, 815, 36, 59, Cambodia, <=50K
50, State-gov, 10300, 12th, 2, Married-spouse-absent, Machine-op-inspct, Husband, Black, Male, 3397, 9, 34, India, >50K
59, Never-worked, 55985, 5th-6th, 4, Separated, Farming-fishing, Wife, White, Female, 2007, 72, 50, Holand-Netherlands, >50K
63, Without-pay, 47085, Some-college, 16, Divorced, Craft-repair, Own-child, White, Male, 7369, 88, 38, United-States, >50K
26, Local-gov, 69643, Prof-school, 12, Divorced, Handlers-cleaners, Own-child, Other, Female, 7383, 0, 42, Cuba, <=50K
33, Private, 67257, 7th-8th, 11, Married-spouse-absent, Protective-serv, Husband, Amer-Indian-Eskimo, Female, 9259, 88, 22, Honduras, >50K
40, Local-gov, 73965, 12th, 10, Married-spouse-absent, Priv-house-serv, Not-in-family, White, Female, 3669, 45, 25, El-Salvador, <=50K
26, Federal-gov, 62755, 11th, 7, Widowed, Adm-clerical, Husband, Amer-Indian-Eskimo, Male, 9038, 28, 30, Columbia, >50K
21, Federal-gov, 72395, Masters, 6, Married-AF-spouse, Sales, Other-relative, Black, Female, 8784, 44, 23, France, >50K
31, Never-worked, 46128, Assoc-voc, 12, Separated, Tech-support, Other-relative, White, Female, 8356, 35, 56, Honduras, >50K
18, Self-emp-not-inc, 58286, 5th-6th, 3, Married-civ-spouse, Priv-house-serv, Husband, Amer-Indian-Eskimo, Male, 1525, 64, 28, Guatemala, <=50K
28, Private, 37348, 1st-4th, 1, Divorced, Tech-support, Unmarried, White, Male, 8376, 81, 32, Guatemala, >50K
56, Federal-gov, 39170, Bachelors, 15, Widowed, Sales, Own-child, Black, Female, 4683, 35, 49, Canada, <=50K
27, Self-emp-not-inc, 24833, Bachelors, 16, Never-married, Sales, Husband, White, Female, 7830, 87, 42, Honduras, >50K
46, Never-worked, 27636, 11th, 14, Divorced, Prof-specialty, Other-relative, Other, Female, 5693, 45, 26, Hungary, <=50K
43, Without-pay, 32859, 5th-6th, 2, Married-spouse-absent, Machine-op-inspct, Husband, Other, Male, 3913, 36, 27, Holand-Netherlands, >50K
45, Self-emp-not-inc, 24957, Prof-school, 8, Widowed, Sales, Other-relative, Asian-Pac-Islander, Female, 1682, 67, 58, Thailand, <=50K
26, Federal-gov, 47176, Masters, 16, Married-civ-spouse, Machine-op-inspct, Wife, Other, Male, 766, 52, 33, Columbia, <=50K
35, Local-gov, 61158, 1st-4th, 6, Widowed, Priv-house-serv, Unmarried, White, Female, 1482, 15, 47, Canada, >50K
23, Private, 43983, Some-college, 8, Married-AF-spouse, Machine-op-inspct, Wife, Black, Female, 9085, 74, 51, Dominican-Republic, <=50K
33, Self-emp-not-inc, 80404, Bachelors, 3, Separated, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male, 5252, 74, 58, Haiti, <=50K
36, Never-worked, 28786, 12th, 11, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Male, 8850, 82, 22, Hong, <=50K
60, Self-emp-not-inc, 15256, 5th-6th, 5, Separated, Handlers-cleaners, Not-in-family, Other, Male, 8901, 99, 28, Italy, <=50K
49, Self-emp-not-inc, 35352, Preschool, 16, Separated, Exec-managerial, Own-child, Asian-Pac-Islander, Female, 7972, 75, 46, Guatemala, >50K
57, Private, 19022, 1st-4th, 13, Married-civ-spouse, Tech-support, Own-child, Other, Male, 5520, 49, 27, Hong, >50K
35, Self-emp-not-inc, 81039, 10th, 4, Widowed, Tech-support, Husband, Black, Female, 2311, 88, 30, Laos, >50K
46, Federal-gov, 69925, 12th, 2, Separated, Armed-Forces, Other-relative, Black, Male, 923, 83, 38, Honduras, <=50K
41, Federal-gov, 77968, Prof-school, 14, Separated, Priv-house-serv, Wife, Amer-Indian-Eskimo, Female, 5323, 26, 34, Ecuador, >50K
61, Without-pay, 45457, 5th-6th, 12, Separated, Farming-fishing, Wife, Other, Female, 3966, 2, 59, Guatemala, >50K
41, Never-worked, 10784, 7th-8th, 2, Married-civ-spouse, Priv-house-serv, Own-child, Other, Male, 8963, 43, 55, India, <=50K
18, Federal-gov, 92097, Bachelors, 12, Separated, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male, 8208, 48, 58, Peru, >50K
65, Never-worked, 82894, 12th, 6, Widowed, Prof-specialty, Unmarried, Asian-Pac-Islander, Female, 5929, 47, 60, Yugoslavia, >50K
32, State-gov, 25094, 1st-4th, 8, Married-AF-spouse, Sales, Wife, White, Female, 5077, 4, 29, France, >50K
27, Federal-gov, 69656, 11th, 14, Married-AF-spouse, Other-service, Not-in-family, Black, Female, 5727, 42, 49, Yugoslavia, <=50K
64, Without-pay, 84036, 7th-8th, 13, Married-AF-spouse, Transport-moving, Own-child, Asian-Pac-Islander, Male, 7823, 89, 60, Japan, <=50K
22, Never-worked, 80021, Some-college, 8, Never-married, Craft-repair, Wife, White, Female, 7427, 51, 30, Canada, >50K
57, Never-worked, 18719, 9th, 5, Widowed, Prof-specialty, Not-in-family, White, Male, 6641, 3, 26, Thailand, <=50K
29, Self-emp-not-inc, 74623, Assoc-acdm, 11, Divorced, Exec-managerial, Wife, Asian-Pac-Islander, Female, 1220, 73, 42, India, <=50K
58, Local-gov, 43876, Preschool, 8, Married-AF-spouse, Other-service, Wife, White, Female, 2449, 82, 25, Cambodia, >50K
65, Private, 22614, 12th, 15, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female, 2093, 72, 22, Holand-Netherlands, <=50K
28, Federal-gov, 67972, 1st-4th, 10, Married-civ-spouse, Adm-clerical, Other-relative, Asian-Pac-Islander, Female, 7259, 20, 40, England, <=50K
63, Without-pay, 17345, HS-grad, 5, Separated, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male, 2862, 56, 32, Portugal, >50K
36, Self-emp-not-inc, 43647, Doctorate, 13, Married-civ-spouse, Farming-fishing, Own-child, Amer-Indian-Eskimo, Male, 5527, 16, 31, India, >50K
